Country,level_3,RCA_Specialty
Vanuatu,Natural Sciences,11.73791936590199
Bulgaria,Natural Sciences,0.803416668648953
Lebanon ,Natural Sciences,0.2510374780426289
Lithuania,Natural Sciences,0.6935106046217159
Slovakia,Natural Sciences,0.212092192791865
Thailand,Natural Sciences,0.2437869802553827
United Arab Emirates,Natural Sciences,0.2886626867627598
United States,Natural Sciences,1.2059890351219196
Germany,Natural Sciences,0.7571894187520821
Guatemala,Natural Sciences,4.561960313172387
South Africa,Natural Sciences,4.520384867070567
Sweden,Natural Sciences,1.0712550293900942
Czech Republic,Medical Sciences,1.7750582096596226
Pakistan,Medical Sciences,0.4064793359184253
United Arab Emirates,Medical Sciences,1.196011628582407
Argentina,Medical Sciences,1.1412095055035016
Denmark,Medical Sciences,1.106685622412282
Gambia,Medical Sciences,1.025453837504308
Guatemala,Medical Sciences,0.2340709846477224
Poland,Medical Sciences,1.0508717482712622
Singapore,Medical Sciences,1.044154454579585
Trinidad and Tobago,Medical Sciences,0.2121628629319258
United Arab Emirates,Medical Sciences,0.6112258595300859
Ethiopia,Medical Sciences,0.8025900004724799
Finland,Medical Sciences,1.0272844523151423
Malta,Medical Sciences,0.7846615322286792
Brazil,Arts and Humanities,0.2247329861743895
Indonesia,Arts and Humanities,0.4184305833348246
Ivory Coast,Arts and Humanities,1.292552716510824
Czech Republic,Arts and Humanities,1.2465163504995975
Greece,Arts and Humanities,1.3579030683601196
Taiwan,Arts and Humanities,0.3338628061983393
Ukraine,Arts and Humanities,0.2634093777580781
Ecuador,Arts and Humanities,0.8795167870473162
Germany,Arts and Humanities,0.9124615506798156
Indonesia,Arts and Humanities,0.4974906017891325
South Africa,Arts and Humanities,1.4107245233832677
Switzerland,Arts and Humanities,0.905603459956594
Burma,Arts and Humanities,2.602262489617189
Qatar,Arts and Humanities,0.5819970092460038
United Kingdom,Arts and Humanities,1.8631541512786316
Georgia,Natural Sciences,1.6705089407931415
Indonesia,Natural Sciences,0.2911080377281387
Oman,Natural Sciences,1.7558137519927914
Burkina Faso,Natural Sciences,1.0686164881953006
Malta,Natural Sciences,0.8998141447597505
Mongolia,Natural Sciences,0.2562296040468286
Morocco,Natural Sciences,2.7207538219182985
Nigeria,Natural Sciences,0.3111772617995345
Republic of Kosovo,Natural Sciences,2.8719068120248705
Reunion,Natural Sciences,0.7332528030701797
Vietnam,Natural Sciences,3.2230264466172924
Algeria,Natural Sciences,1.5006403480874522
Belgium,Natural Sciences,0.9132871621365192
Egypt,Natural Sciences,0.3305126120667627
Estonia,Natural Sciences,0.7772915917199923
Morocco,Natural Sciences,2.467477595947789
Peru,Natural Sciences,0.5605360360202976
Republic of Kosovo,Natural Sciences,6.474191216034437
Spain,Natural Sciences,0.6215741545855213
Germany,Natural Sciences,0.8915509734767366
Iceland,Natural Sciences,0.1877219438325722
Kenya,Natural Sciences,0.2236728336969883
Turkey,Natural Sciences,1.0576013575687258
Estonia,Natural Sciences,1.066368755311912
France,Natural Sciences,2.062500216248741
Germany,Natural Sciences,0.8852929290756641
Nigeria,Natural Sciences,0.1718535264324824
United States,Natural Sciences,1.1371525824966395
Vietnam,Natural Sciences,0.5191600442933542
Armenia,Natural Sciences,0.9533513299036268
Bulgaria,Natural Sciences,0.9730980096656
Malaysia,Natural Sciences,0.9626975052315664
Moldova ,Natural Sciences,5.713098043172471
Republic of Serbia,Natural Sciences,0.523169424499826
Denmark,Natural Sciences,0.7141414345753565
South Africa,Natural Sciences,1.0846691637731185
Sweden,Natural Sciences,0.7653436209307328
Cameroon,Natural Sciences,0.4363556105832638
Canada,Natural Sciences,0.5839545482528328
France,Natural Sciences,2.067914311840998
Ireland,Natural Sciences,0.6946410792686148
Lebanon ,Natural Sciences,1.4550003306534658
Thailand,Natural Sciences,0.2825953635658801
United States,Natural Sciences,1.0131693485744135
Venezuela,Natural Sciences,0.5085765044645215
Ethiopia,Natural Sciences,0.166388075826107
Kazakhstan,Natural Sciences,2.852916730283898
Kenya,Natural Sciences,0.0483719647631108
Peru,Natural Sciences,0.5394206979643873
Brazil,Natural Sciences,0.6635855390772611
Hungary,Natural Sciences,0.5235114856703884
Switzerland,Natural Sciences,1.13432330809118
Uruguay,Natural Sciences,2.3024370845878543
Bolivia,Natural Sciences,0.8199660541940321
Bulgaria,Natural Sciences,8.231574442315502
Jordan,Natural Sciences,0.3209202869197468
Moldova ,Natural Sciences,1.5021226875151177
Philippines,Natural Sciences,2.677718705607009
Syria,Natural Sciences,1.6324438339205385
Taiwan,Natural Sciences,1.4156099618844118
Tunisia,Natural Sciences,0.0779897904948948
Yemen,Natural Sciences,0.3450822390237432
Bahrain,Natural Sciences,1.264317354684413
Czech Republic,Natural Sciences,0.9284898230741738
Georgia,Natural Sciences,0.2386689492201077
Hungary,Natural Sciences,0.4185406373599936
Indonesia,Natural Sciences,0.9046083137658896
Italy,Natural Sciences,0.5508692252251068
Latvia,Natural Sciences,1.5778016248935205
Russia,Natural Sciences,2.1593744075215566
Slovakia,Natural Sciences,0.203645555603627
Bahrain,Natural Sciences,1.5233903401616238
Botswana,Natural Sciences,0.8665992953015226
Canada,Natural Sciences,0.5645774288667006
Italy,Natural Sciences,0.6347095853422348
Slovakia,Natural Sciences,1.1041867928434963
Uzbekistan,Natural Sciences,2.569031047018123
Venezuela,Natural Sciences,1.50752169078494
Indonesia,Social Sciences,2.370500457359517
New Zealand,Social Sciences,2.014628901794325
Poland,Social Sciences,0.267810131066557
Sierra Leone,Social Sciences,27.41024627946793
South Africa,Social Sciences,1.8905575830701784
Barbados,Social Sciences,4.527792967119289
Egypt,Social Sciences,0.1687376261038244
Germany,Social Sciences,0.6524023715997312
Kazakhstan,Social Sciences,1.375929685197675
Libya,Social Sciences,0.7216787917024194
Norway,Social Sciences,1.891422150549762
Suriname,Social Sciences,4.34906429736458
Sweden,Social Sciences,1.2426755187420042
Brazil,Social Sciences,1.5093074368895456
Australia,Natural Sciences,1.0615545455531104
Byelarus,Natural Sciences,0.8734720091032914
Chile,Natural Sciences,0.6895448632321969
Malaysia,Natural Sciences,0.6709960177747655
Suriname,Natural Sciences,9.025877427400676
Iceland,Natural Sciences,3.4526693733416978
Luxembourg,Natural Sciences,0.6406957946124723
Mongolia,Natural Sciences,0.9233323533262764
Papua New Guinea,Natural Sciences,3.573761194888754
Peru,Natural Sciences,1.792037540005544
Reunion,Natural Sciences,5.284604320101455
Mexico,Engineering,0.2889252972948312
Slovakia,Engineering,0.3779836544467475
Taiwan,Engineering,0.3227430465330318
Ukraine,Engineering,0.7798232595002084
India,Engineering,1.480305039557913
Malaysia,Engineering,2.6239805218036736
Papua New Guinea,Engineering,0.43249161600023
Rwanda,Engineering,0.6883549766110532
South Sudan,Engineering,2.226530912001184
Swaziland,Engineering,0.7072509955768468
Sweden,Engineering,0.5805937394705075
United States,Engineering,0.5258650942940402
Zimbabwe,Engineering,0.1123669806056672
Brunei,Engineering,0.7269856140970973
Costa Rica,Engineering,0.4689539012879655
Japan,Engineering,0.5853008517183006
Malaysia,Engineering,1.4812150156627493
Republic of Serbia,Engineering,1.2864204845065603
Zimbabwe,Engineering,0.5951770074290255
Armenia,Engineering,0.1252656807153064
Benin,Engineering,0.4785540458576939
Botswana,Engineering,0.1528316314116388
Malawi,Engineering,0.1760198789361633
United Arab Emirates,Engineering,1.9965979344887752
Denmark,Engineering,0.7674522392908857
Iran,Engineering,1.9059518505534967
Latvia,Engineering,0.744451989294734
Paraguay,Engineering,0.577543008255405
Saudi Arabia,Engineering,1.4149241253796243
Chile,Engineering,0.1186343287633567
Jordan,Engineering,2.6132210491452024
Slovenia,Engineering,0.8263990108103015
Sudan,Engineering,2.5328842071471187
Taiwan,Engineering,1.022332294195822
Montenegro,Engineering,1.149164554574356
United Arab Emirates,Engineering,1.7597452369113713
Austria,Engineering,0.6759529477572194
Bosnia & Herzegovina,Engineering,0.5771385196041748
Mongolia,Engineering,0.4754419923579372
Mozambique,Engineering,0.1319854447309444
Niger,Engineering,0.5709548926084158
Norway,Engineering,0.3651914672289476
Spain,Engineering,0.721594862524219
Vietnam,Engineering,1.0953731143141812
Benin,Engineering,0.4377843648238098
Brunei,Engineering,1.2793698332750605
France,Engineering,0.906400643710772
Iceland,Engineering,0.1825686317249598
Israel,Engineering,0.5774020811730248
Moldova ,Engineering,0.8829264500648265
Sudan,Engineering,0.4875556731216443
Tanzania,Engineering,0.0660806588413297
Colombia,Engineering,0.4058301287366956
Democratic Republic of the Congo,Engineering,0.2693817311220743
Egypt,Engineering,0.9867856436653336
France,Engineering,0.7160699396495817
Malta,Engineering,0.2679750380091653
Mozambique,Engineering,0.3177536828405892
North Korea,Engineering,4.462366937283058
Norway,Engineering,0.5766379693527319
Spain,Engineering,0.5029506663873329
Sweden,Engineering,0.7009388463157783
Bulgaria,Engineering,0.413717451635277
Canada,Engineering,0.9016069923968028
Dominican Republic,Engineering,0.7440033173898433
Qatar,Engineering,1.4507108386637433
Uganda,Engineering,0.4122347831793974
Ukraine,Engineering,0.3528452881437328
United Arab Emirates,Engineering,2.4297927655151166
Bulgaria,Engineering,0.8485035667141936
Gabon,Engineering,2.398547664077704
Latvia,Engineering,1.8077723773590575
Burundi,Natural Sciences,0.8582167299092018
Cuba,Natural Sciences,0.4196222242468919
Iraq,Natural Sciences,0.9327743083200636
Mexico,Natural Sciences,0.6168571778222438
Ireland,Natural Sciences,0.6258397722646196
Jordan,Natural Sciences,2.211225622651295
Palestine,Natural Sciences,1.2919433620455645
Israel,Natural Sciences,0.2943651878742161
Netherlands,Natural Sciences,0.275392017606106
Slovenia,Natural Sciences,0.7099774381607495
Sudan,Natural Sciences,0.6317582338367749
Thailand,Natural Sciences,0.9127202484952408
United States,Natural Sciences,0.5506907438173749
Cuba,Natural Sciences,0.8511250728106835
Indonesia,Natural Sciences,0.5807713807870848
Latvia,Natural Sciences,0.940395374987666
South Korea,Natural Sciences,1.150690842915775
Syria,Natural Sciences,0.332072643831261
Denmark,Natural Sciences,0.303985055809264
Iran,Natural Sciences,2.126115519003039
Iraq,Natural Sciences,0.9902241498398142
Pakistan,Natural Sciences,0.9385774290750212
Sweden,Natural Sciences,0.5542881948803753
Bahrain,Medical Sciences,2.8137878367120246
Botswana,Medical Sciences,1.600657751423008
Czech Republic,Medical Sciences,0.2354115759468448
Philippines,Medical Sciences,0.3559385412618406
Republic of Serbia,Medical Sciences,0.5142551837007355
Vatican,Medical Sciences,27.801829708575227
Canada,Medical Sciences,1.9896346767804145
Czech Republic,Medical Sciences,0.2816068524531187
Italy,Medical Sciences,0.9977830267234234
Mexico,Medical Sciences,0.1065645126506941
Uganda,Medical Sciences,1.824185867138672
Burkina Faso,Medical Sciences,0.7929525552398434
Jordan,Medical Sciences,1.1018766207462096
Lebanon ,Medical Sciences,1.478013913920864
Moldova ,Medical Sciences,3.8681425068632698
France,Medical Sciences,1.0618497755710408
Malta,Medical Sciences,1.551042744876007
Peru,Medical Sciences,0.7959845214118365
Slovenia,Medical Sciences,0.6959592144062612
Sudan,Medical Sciences,0.7876027461551349
Turkey,Medical Sciences,0.4317089889934409
Bolivia,Medical Sciences,0.7134171671583573
Cape Verde,Medical Sciences,4.203376822716808
Malawi,Medical Sciences,0.2681464524836584
Syria,Medical Sciences,0.7101595545229309
Uzbekistan,Medical Sciences,0.2300664829001802
Brazil,Medical Sciences,4.803587408815754
China,Medical Sciences,0.4040088064727051
Colombia,Medical Sciences,1.794897242808675
Malta,Medical Sciences,6.3210376007841775
New-Caledonia,Medical Sciences,1.193765976873935
Switzerland,Medical Sciences,2.195735859973125
Bahrain,Medical Sciences,9.8880733305451
Cuba,Medical Sciences,1.0470373023241142
Gabon,Medical Sciences,1.7541866786214464
Iraq,Medical Sciences,0.1677441011431758
Uganda,Medical Sciences,2.679439885148898
Uzbekistan,Medical Sciences,0.7940549166540867
Mexico,Medical Sciences,0.9635076992118528
Nepal,Medical Sciences,0.5021676998549099
Poland,Medical Sciences,1.150743516506708
Qatar,Medical Sciences,2.464078524937874
Azerbaijan,Medical Sciences,0.3763913797556384
Byelarus,Medical Sciences,0.5933436266606286
Costa Rica,Medical Sciences,3.088183176168868
Iceland,Medical Sciences,2.024207333351348
Lebanon ,Medical Sciences,1.4026867192579178
Malaysia,Medical Sciences,0.7495428024122586
Rwanda,Medical Sciences,6.224823849164813
Seychelles,Medical Sciences,4.957154554654045
Sudan,Medical Sciences,2.1622855133989805
Thailand,Medical Sciences,1.0624958253836372
United States,Medical Sciences,1.3357753384259163
Macedonia,Medical Sciences,3.905714024872695
Russia,Medical Sciences,0.0660815974019312
Saudi Arabia,Medical Sciences,0.5190374469046513
Senegal,Medical Sciences,0.3732261649180504
Cyprus,Medical Sciences,0.6745066801953483
Gambia,Medical Sciences,3.449820624749125
Kenya,Medical Sciences,1.799906412912587
Singapore,Medical Sciences,0.932583992101244
Swaziland,Medical Sciences,1.4611004998937471
Netherlands,Medical Sciences,1.860734171342191
Peru,Medical Sciences,3.005860846696164
Cambodia,Medical Sciences,1.6987973548689963
Estonia,Medical Sciences,0.4962969761098018
Iceland,Medical Sciences,1.9393742174612172
Liberia ,Medical Sciences,4.59304470020136
Turkey,Medical Sciences,1.040589107660472
Venezuela,Medical Sciences,0.287065293762585
Azerbaijan,Medical Sciences,0.1176739300386243
Belgium,Medical Sciences,1.455661558538139
Chile,Medical Sciences,1.092364969763026
Gambia,Medical Sciences,22.97933704034016
Norway,Medical Sciences,0.5002849971731996
Argentina,Medical Sciences,0.5385073587547695
Armenia,Medical Sciences,0.8763369533180159
Cameroon,Medical Sciences,1.418499735758059
Ireland,Medical Sciences,0.725827862758316
Palestine,Medical Sciences,1.6648359369561372
Thailand,Medical Sciences,0.6681147024828652
Albania,Medical Sciences,0.6715339097215101
Bosnia & Herzegovina,Medical Sciences,0.2254608433361026
Cuba,Medical Sciences,0.1624256270587787
Russia,Medical Sciences,0.5442497046108971
Belgium,Medical Sciences,1.21015946661352
Spain,Medical Sciences,0.9021917416623624
Cambodia,Medical Sciences,1.6550221370783988
Chile,Medical Sciences,0.8927982925947808
Iceland,Medical Sciences,1.2048346098203797
Lebanon ,Medical Sciences,0.7969475495038146
Lesotho,Medical Sciences,2.033379231529702
Libya,Medical Sciences,0.7340291840165445
Madagascar,Medical Sciences,1.840430837296957
Malaysia,Medical Sciences,1.1308730856396096
Mozambique,Medical Sciences,1.9515404389294355
Norway,Medical Sciences,1.2052841173320148
Papua New Guinea,Medical Sciences,2.418599757407032
Republic of Serbia,Medical Sciences,0.5214495028143695
Seychelles,Medical Sciences,2.682330050103011
Albania,Medical Sciences,0.4962055779537674
Bahrain,Medical Sciences,1.4572774342010644
Bolivia,Medical Sciences,1.6934722476954265
Bulgaria,Medical Sciences,0.8891545038477913
Burundi,Medical Sciences,3.927414361676627
Fiji,Medical Sciences,1.3775259328268767
Italy,Medical Sciences,0.921989960687415
Senegal,Medical Sciences,1.9389545693151415
Slovakia,Medical Sciences,0.680705210448276
Finland,Medical Sciences,0.9842311830102152
Jamaica,Medical Sciences,1.0546901600388967
Nepal,Medical Sciences,1.5197355229677425
Nicaragua,Medical Sciences,3.1156901975460998
Paraguay,Medical Sciences,0.5407806234594345
United Kingdom,Medical Sciences,0.8744135356931827
France,Medical Sciences,1.492474130772209
Netherlands,Medical Sciences,1.3490392807027978
Bahamas,Medical Sciences,4.607952043121936
Belize,Medical Sciences,6.911928064682904
Honduras ,Medical Sciences,2.7012132666576867
Malta,Medical Sciences,2.454366101297324
Niger,Medical Sciences,2.0982638767787387
Oman,Medical Sciences,1.177972702752976
Saudi Arabia,Medical Sciences,0.4311149587837278
South Africa,Medical Sciences,0.7301332462693209
Belgium,Medical Sciences,0.9478935983662182
Bolivia,Medical Sciences,4.161165934112251
Chile,Medical Sciences,0.788640881231446
Ethiopia,Medical Sciences,3.230151360129866
Guinea-Bissau,Medical Sciences,9.449314308713236
Japan,Medical Sciences,0.753775185828764
Kuwait,Medical Sciences,0.5067788679533356
Vietnam,Medical Sciences,2.651147122171858
Yemen,Medical Sciences,1.7512242734294805
Zambia,Medical Sciences,8.045535908083998
Bulgaria,Medical Sciences,0.6173716658783162
Canada,Medical Sciences,1.9039669834337447
Lebanon ,Medical Sciences,1.4467906137455422
Brunei,Medical Sciences,2.993346401859913
Burma,Medical Sciences,1.2558292375619176
Ecuador,Medical Sciences,0.6772137004207862
Guatemala,Medical Sciences,1.781366472845981
Pakistan,Medical Sciences,1.417046066629554
Uganda,Medical Sciences,2.7268837853881904
Brunei,Natural Sciences,0.5533620826930693
Costa Rica,Natural Sciences,0.3569552168182097
Ecuador,Natural Sciences,0.3338465457569757
Israel,Natural Sciences,0.3766601095304041
Montenegro,Natural Sciences,0.3835009370562727
Taiwan,Natural Sciences,0.7056042485219403
Botswana,Natural Sciences,1.4798378852051997
Indonesia,Natural Sciences,1.3478227407907115
Qatar,Natural Sciences,1.0588385896712438
Russia,Natural Sciences,3.414345128625844
Algeria,Natural Sciences,1.2577232484955216
India,Natural Sciences,2.0243548017022355
Morocco,Natural Sciences,0.9882731672003422
Republic of Kosovo,Natural Sciences,1.008404657643312
China,Natural Sciences,1.479872956486076
Colombia,Natural Sciences,0.3652587994711659
Finland,Natural Sciences,0.8511830161177063
Mauritius,Natural Sciences,3.598985079984072
Peru,Natural Sciences,0.5331829748124551
Saudi Arabia,Natural Sciences,1.543959219664318
Indonesia,Natural Sciences,0.6717917383313011
Palau,Natural Sciences,3.946199982371739
Austria,Natural Sciences,0.7015027093414956
Malaysia,Natural Sciences,0.9801065902836412
Netherlands,Natural Sciences,0.5181073207083052
Tanzania,Natural Sciences,0.1715186532996372
Costa Rica,Medical Sciences,6.458531405893029
Croatia,Medical Sciences,1.308276498986088
Germany,Medical Sciences,1.9142742489004856
Japan,Medical Sciences,0.9731035312937388
Norway,Medical Sciences,1.1026474120260772
United States,Medical Sciences,1.3327822366274986
Algeria,Medical Sciences,0.2540336414551485
Bermuda,Medical Sciences,6.819391975062653
Czech Republic,Medical Sciences,1.0810132589267083
Dominican Republic,Medical Sciences,8.29385510480593
Egypt,Medical Sciences,1.2010670797566316
Italy,Medical Sciences,1.486598520046766
Russia,Medical Sciences,0.2119849250975956
Syria,Medical Sciences,1.401244926382737
Bhutan,Medical Sciences,0.6061728278443985
Indonesia,Medical Sciences,0.2644774317046071
Ivory Coast,Medical Sciences,0.4595534073910602
Philippines,Medical Sciences,0.4237559715290402
Qatar,Medical Sciences,0.5090397354648762
Singapore,Medical Sciences,0.746499041370274
China,Medical Sciences,0.4129177642285327
Guatemala,Medical Sciences,1.267866378591211
Netherlands,Medical Sciences,2.340594322720673
Poland,Medical Sciences,1.3853887204229294
Portugal,Medical Sciences,1.0947345494712477
Qatar,Medical Sciences,1.2327384040915403
Romania,Medical Sciences,0.5686287183521326
Belgium,Medical Sciences,1.1418947453814157
Estonia,Medical Sciences,0.3027710606678765
Mali,Medical Sciences,1.817535586411667
Mongolia,Medical Sciences,0.7499868033148513
Tonga,Medical Sciences,18.340586371972275
Bolivia,Medical Sciences,4.924597464753785
Brazil,Medical Sciences,1.4656331548779205
Ecuador,Medical Sciences,1.2938938931154056
Ivory Coast,Medical Sciences,1.9378379915457131
Nepal,Medical Sciences,1.601375667237955
South Africa,Medical Sciences,0.6300247930260124
Thailand,Medical Sciences,1.5064016566646283
Bahrain,Medical Sciences,2.2148238551495503
Bulgaria,Medical Sciences,1.4054245143787767
Cameroon,Medical Sciences,0.8357825868488868
Ireland,Medical Sciences,1.0770673068553216
Macedonia,Medical Sciences,1.9128024203564296
Panama,Medical Sciences,0.2910211151303005
Slovakia,Medical Sciences,1.105909842898512
Denmark,Medical Sciences,2.609597301667
Poland,Medical Sciences,1.9031340491496276
Russia,Medical Sciences,0.1671350531339599
Chile,Medical Sciences,1.7741669880425848
Iceland,Medical Sciences,1.4930618340086756
Iran,Medical Sciences,1.1462492385819485
Kazakhstan,Medical Sciences,0.7948724194930554
Poland,Medical Sciences,0.6958282151206195
South Africa,Medical Sciences,0.6525702803225575
Colombia,Medical Sciences,0.526855440394401
Japan,Medical Sciences,2.1338003524443065
Norway,Medical Sciences,1.306200969487768
Ukraine,Medical Sciences,0.2396973076244551
French-Polynesia,Medical Sciences,2.2998804164994167
Nepal,Medical Sciences,5.730489629654871
Portugal,Medical Sciences,0.8092853827473929
Qatar,Medical Sciences,0.94005394916043
Slovenia,Medical Sciences,0.6894418205403249
Solomon Islands,Medical Sciences,1.1188607431618784
Togo,Medical Sciences,1.2737799229842923
Tunisia,Medical Sciences,0.9572800686476632
Vietnam,Medical Sciences,0.5141963522519398
Cyprus,Medical Sciences,1.696995166403618
Egypt,Medical Sciences,0.2835785337204719
Finland,Medical Sciences,2.476702464751955
Slovenia,Medical Sciences,0.8410039128984875
Australia,Medical Sciences,0.8934029102203304
Bahrain,Medical Sciences,2.610783303272352
Ireland,Medical Sciences,0.8121847335721918
Malawi,Medical Sciences,0.8552565993478395
Malta,Medical Sciences,1.9427499776308623
Slovakia,Medical Sciences,0.4415490581577096
Uruguay,Medical Sciences,1.1253376307208416
Albania,Medical Sciences,4.699365335090867
Barbados,Medical Sciences,2.993431343585278
Burkina Faso,Medical Sciences,5.081871815854077
French-Polynesia,Medical Sciences,4.046675705217136
Ghana ,Medical Sciences,2.869106086817937
Iraq,Medical Sciences,0.2731506101021566
Monaco,Medical Sciences,1.4376347900113506
Singapore,Medical Sciences,0.9897469006538372
Solomon Islands,Medical Sciences,1.9686530457813092
Sri Lanka,Medical Sciences,1.8766072449766489
United Kingdom,Medical Sciences,1.2269342086210837
Benin,Medical Sciences,0.6233698256657342
Burma,Medical Sciences,0.7642848437281031
Cameroon,Medical Sciences,5.546567664314774
Fiji,Medical Sciences,0.9924295731991788
Guinea,Medical Sciences,1.8997937544098569
Israel,Medical Sciences,0.5526089265361103
Hungary,Arts and Humanities,0.644501514657592
Mali,Arts and Humanities,2.638246628131021
Slovakia,Arts and Humanities,0.2979098430544693
Croatia,Arts and Humanities,5.07978669368617
Iran,Arts and Humanities,0.0946442387706966
Qatar,Arts and Humanities,0.1823848007416028
Singapore,Arts and Humanities,0.7001917237653382
Denmark,Arts and Humanities,0.7572951809529118
Indonesia,Arts and Humanities,1.058341269637844
Poland,Arts and Humanities,0.3347886464707136
Angola,Natural Sciences,1.0044009850109303
Bhutan,Natural Sciences,1.3344184515145214
Germany,Natural Sciences,1.0678589326733214
Qatar,Natural Sciences,0.7604012598604599
Reunion,Natural Sciences,0.9937158681491116
Switzerland,Natural Sciences,0.7286350982401855
Turkmenistan,Natural Sciences,8.491753782365137
Ethiopia,Natural Sciences,0.4499604738127987
Kenya,Natural Sciences,0.14270344407577
North Korea,Natural Sciences,5.244351569784547
Norway,Natural Sciences,0.6406362147098553
South Africa,Natural Sciences,1.1264127219281124
Algeria,Natural Sciences,2.027127635194228
Byelarus,Natural Sciences,0.5502579559031172
Chile,Natural Sciences,1.3149104120487154
Colombia,Natural Sciences,1.0679515487904838
Cyprus,Natural Sciences,1.7602277584626531
Egypt,Natural Sciences,0.9927397002441672
India,Natural Sciences,0.9726262594477454
Libya,Natural Sciences,0.9435281980405706
Luxembourg,Natural Sciences,1.4862800161739689
Nigeria,Natural Sciences,0.4180611880386147
Finland,Natural Sciences,1.3860535402652507
Luxembourg,Natural Sciences,1.3746804440252658
Spain,Natural Sciences,0.6662027487296375
Sweden,Natural Sciences,0.7904064836881383
Turkey,Natural Sciences,0.4658046513068387
Australia,Natural Sciences,0.4488185427647284
Bangladesh,Natural Sciences,1.3483282636227452
Benin,Natural Sciences,0.40467777805805
Byelarus,Natural Sciences,3.5727070388826143
Chile,Natural Sciences,0.302562824716299
Costa Rica,Natural Sciences,0.095358533857567
Ghana ,Natural Sciences,0.2081943552710224
Lebanon ,Natural Sciences,0.5847240622151234
Lithuania,Natural Sciences,1.4538112276181088
Madagascar,Natural Sciences,0.2363081915667444
Palestine,Natural Sciences,1.0565014252331373
Ukraine,Natural Sciences,2.2131242550869743
Uruguay,Natural Sciences,0.2937769713670054
Brazil,Natural Sciences,0.6574055097014269
Indonesia,Natural Sciences,0.6940342324627342
Pakistan,Natural Sciences,1.9291439521375608
Palestine,Natural Sciences,1.5101384825020885
Poland,Natural Sciences,1.442732030097609
Qatar,Natural Sciences,1.3184595941382309
Switzerland,Natural Sciences,0.6441741209852938
Bangladesh,Natural Sciences,2.141564509716798
Kuwait,Natural Sciences,0.9819220108544058
Montenegro,Natural Sciences,0.6952691453439029
Morocco,Natural Sciences,3.090225293915097
Bolivia,Natural Sciences,0.8573819809388084
Iceland,Natural Sciences,0.8119429706544753
Macedonia,Natural Sciences,2.230167448146514
Philippines,Natural Sciences,0.9644120218349644
Tanzania,Natural Sciences,0.0440823754350613
Iran,Natural Sciences,0.7756695664324932
Slovakia,Natural Sciences,0.967937055143368
Canada,Natural Sciences,0.8288828042260649
Greece,Natural Sciences,2.7269593498518208
Kyrgyzstan,Natural Sciences,1.1916839987619934
Latvia,Natural Sciences,10.01630947235296
Lithuania,Natural Sciences,3.753432969073638
South Korea,Natural Sciences,0.920965739168931
Canada,Natural Sciences,0.6430590032066381
Iran,Natural Sciences,1.335224820132502
Lithuania,Natural Sciences,2.0642631237952025
Senegal,Natural Sciences,0.6728859870869425
Ghana ,Natural Sciences,0.1163360790316352
Hungary,Natural Sciences,1.2143118323571678
Jordan,Natural Sciences,0.1732161368226861
Sri Lanka,Natural Sciences,1.3809358999556705
Ukraine,Natural Sciences,5.597526008149524
United Arab Emirates,Natural Sciences,0.2003767148706878
Colombia,Social Sciences,1.8045891678653267
Nepal,Social Sciences,0.9076782031685384
Oman,Social Sciences,1.9063517149254008
Qatar,Social Sciences,2.28125121670379
Saudi Arabia,Social Sciences,0.051680549956192
Spain,Social Sciences,1.1283682931696963
Iceland,Social Sciences,1.7230002776700686
Netherlands,Social Sciences,1.5043368749531587
Rwanda,Social Sciences,0.6307803179383743
Tanzania,Social Sciences,1.0913689651877156
Vietnam,Social Sciences,0.6439919855815064
Palestine,Social Sciences,1.1677245037900774
Colombia,Social Sciences,0.4704795203818646
Cyprus,Social Sciences,0.6462146406222595
Kenya,Social Sciences,0.7390327372954878
Luxembourg,Social Sciences,2.8646256059570585
Malta,Social Sciences,2.4853111374323458
Monaco,Social Sciences,3.131165018541409
Saudi Arabia,Social Sciences,0.0970112276433538
Cyprus,Social Sciences,2.1281190450359717
Germany,Social Sciences,1.0126938283116278
Kenya,Social Sciences,0.2317893636008566
Namibia,Social Sciences,0.9378367549253512
Poland,Medical Sciences,0.450076959690964
South Africa,Medical Sciences,2.511918588884722
Bangladesh,Natural Sciences,0.4832417656127779
Byelarus,Natural Sciences,5.658103808181681
Cuba,Natural Sciences,2.048663003156266
Indonesia,Natural Sciences,0.8497675613463496
Libya,Natural Sciences,2.116791198424143
Malaysia,Natural Sciences,0.8745728699340859
Nepal,Natural Sciences,0.2892274370161866
Paraguay,Natural Sciences,0.7718872363680395
Poland,Natural Sciences,1.5189888534287184
Qatar,Natural Sciences,0.5192214914729314
Togo,Natural Sciences,1.8644045555351108
Tunisia,Natural Sciences,0.317241612852833
Cameroon,Natural Sciences,0.4908300433550512
Greece,Natural Sciences,1.2376127282556328
Mauritius,Natural Sciences,3.209518530250238
Moldova ,Natural Sciences,4.153494568559131
Republic of Serbia,Natural Sciences,0.8557892810555655
Taiwan,Natural Sciences,0.5634952729006117
Colombia,Natural Sciences,0.4545596321523827
Israel,Natural Sciences,0.7031578423566879
Saudi Arabia,Natural Sciences,1.7375419294628616
Uruguay,Natural Sciences,0.5124379385483256
Belgium,Natural Sciences,0.7158900717848267
Ethiopia,Natural Sciences,0.328928013244835
Netherlands,Natural Sciences,0.2690699334017269
Angola,Natural Sciences,1.9518838622483872
