Year,Country,Country ID,ECI
1969,Netherlands,eunld,1.28544
1969,Norway,eunor,1.38927
1969,Poland,eupol,0.893808
1969,Portugal,euprt,0.946908
1969,Romania,eurou,0.633043
1969,Sweden,euswe,1.97973
1969,Canada,nacan,0.829068
1969,Costa Rica,nacri,0.543581
1969,Dominican Republic,nadom,-0.558
1969,Guatemala,nagtm,0.351906
1969,Honduras,nahnd,-0.20942
1969,Jamaica,najam,-0.358714
1969,Mexico,namex,0.113615
1969,Nicaragua,nanic,0.111926
1969,Panama,napan,0.885879
1969,El Salvador,naslv,0.547753
1969,Trinidad and Tobago,natto,0.136406
1969,United States,nausa,1.82113
1969,Australia,ocaus,0.135157
1969,New Zealand,ocnzl,0.122129
1969,Argentina,saarg,-0.248754
1969,Bolivia,sabol,-0.926964
1969,Brazil,sabra,-0.565923
1969,Chile,sachl,-0.017258
1969,Colombia,sacol,-0.360003
1969,Ecuador,saecu,-0.911034
1969,Peru,saper,-0.688604
1969,Paraguay,sapry,-0.674242
1969,Uruguay,saury,0.180582
1969,Venezuela,saven,-0.424707
1970,Angola,afago,-1.20874
1970,Cote d'Ivoire,afciv,-1.10706
1970,Cameroon,afcmr,-0.817342
1970,Republic of the Congo,afcog,-0.96419
1970,Algeria,afdza,-0.492765
1970,Egypt,afegy,-0.136492
1970,Ethiopia,afeth,-1.02267
1970,Gabon,afgab,-1.24468
1970,Ghana,afgha,-1.05177
1970,Guinea,afgin,-1.102
1970,Kenya,afken,-0.574831
1970,Morocco,afmar,-0.315138
1970,Madagascar,afmdg,-1.00788
1970,Mozambique,afmoz,-0.80825
1970,Mauritania,afmrt,-0.604379
1970,Nigeria,afnga,-1.70208
1970,Sudan,afsdn,-1.30781
1970,Senegal,afsen,-0.503889
1970,Togo,aftgo,-1.07225
1970,Tunisia,aftun,-0.134677
1970,Tanzania,aftza,-1.23245
1970,South Africa,afzaf,-0.365206
1970,Zambia,afzmb,-1.29254
1970,Zimbabwe,afzwe,1.15234
1970,United Arab Emirates,asare,-0.734606
1970,China,aschn,0.56752
1970,Hong Kong,ashkg,1.28574
1970,Indonesia,asidn,-1.26172
1970,India,asind,0.146517
1970,Iran,asirn,-0.82755
1970,Israel,asisr,0.617849
1970,Jordan,asjor,0.597902
1970,Japan,asjpn,1.97001
1970,Cambodia,askhm,-1.19009
1970,South Korea,askor,0.621873
1970,Kuwait,askwt,-0.916529
1970,Laos,aslao,-0.641542
1970,Lebanon,aslbn,0.647574
1970,Sri Lanka,aslka,-0.94655
1970,Burma,asmmr,-1.1461
1970,Malaysia,asmys,-0.678805
1970,Oman,asomn,-1.1488
1970,Pakistan,aspak,-0.231935
1970,Philippines,asphl,-0.477216
1970,Qatar,asqat,-0.07853
1970,Saudi Arabia,assau,-0.879255
1970,Singapore,assgp,0.063316
1970,Syria,assyr,-0.433337
1970,Thailand,astha,-0.826566
1970,Turkey,astur,-0.545683
1970,Vietnam,asvnm,-0.021656
1970,Albania,eualb,-0.024968
1970,Austria,euaut,1.99157
1970,Belgium,eubel,1.46409
1970,Bulgaria,eubgr,0.514371
1970,Switzerland,euche,2.13549
1970,Germany,eudeu,2.30919
1970,Denmark,eudnk,1.38827
1970,Spain,euesp,0.864415
1970,Finland,eufin,1.42408
1970,France,eufra,1.73046
1970,United Kingdom,eugbr,2.0578
1970,Greece,eugrc,0.263971
1970,Hungary,euhun,1.01005
1970,Ireland,euirl,0.967741
1970,Italy,euita,1.84658
1970,Netherlands,eunld,1.28366
1970,Norway,eunor,1.31026
1970,Poland,eupol,0.833854
1970,Portugal,euprt,0.940221
1970,Romania,eurou,0.606859
1970,Sweden,euswe,1.98691
1970,Canada,nacan,0.671882
1970,Costa Rica,nacri,0.585106
1970,Dominican Republic,nadom,-0.688536
1970,Guatemala,nagtm,0.321518
1970,Honduras,nahnd,-0.177444
1970,Jamaica,najam,-0.259814
1970,Mexico,namex,0.256898
1970,Nicaragua,nanic,0.237144
1970,Panama,napan,0.933754
1970,El Salvador,naslv,0.565368
1970,Trinidad and Tobago,natto,0.01314
1970,United States,nausa,1.75874
1970,Australia,ocaus,0.068696
1970,New Zealand,ocnzl,0.136762
1970,Argentina,saarg,-0.139189
1970,Bolivia,sabol,-0.792537
1970,Brazil,sabra,-0.54633
1970,Chile,sachl,-0.071417
1970,Colombia,sacol,-0.193596
1970,Ecuador,saecu,-0.998564
1970,Peru,saper,-0.907499
1970,Paraguay,sapry,-0.503316
1970,Uruguay,saury,0.261768
1970,Venezuela,saven,-0.687622
1971,Angola,afago,-1.32727
1971,Cote d'Ivoire,afciv,-1.23779
1971,Cameroon,afcmr,-0.935888
1971,Republic of the Congo,afcog,-0.964024
1971,Algeria,afdza,-0.387895
1971,Egypt,afegy,-0.026385
1971,Ethiopia,afeth,-1.03374
1971,Gabon,afgab,-1.62498
1971,Ghana,afgha,-0.993839
1971,Guinea,afgin,-0.846298
1971,Kenya,afken,-0.289811
1971,Morocco,afmar,-0.194403
1971,Madagascar,afmdg,-0.962487
1971,Mozambique,afmoz,-0.795592
1971,Mauritania,afmrt,-0.632401
1971,Nigeria,afnga,-1.86444
1971,Sudan,afsdn,-1.54086
1971,Senegal,afsen,-0.449499
1971,Togo,aftgo,-0.6516
1971,Tunisia,aftun,-0.214765
1971,Tanzania,aftza,-1.25281
1971,South Africa,afzaf,-0.288454
1971,Zambia,afzmb,-1.19932
1971,Zimbabwe,afzwe,1.1095
1971,United Arab Emirates,asare,-0.325083
1971,China,aschn,0.525819
1971,Hong Kong,ashkg,1.22027
1971,Indonesia,asidn,-1.35609
1971,India,asind,0.151577
1971,Iran,asirn,-0.805196
1971,Israel,asisr,0.64909
1971,Jordan,asjor,0.689381
1971,Japan,asjpn,1.93272
1971,Cambodia,askhm,-1.07522
1971,South Korea,askor,0.627842
1971,Kuwait,askwt,-0.707222
1971,Laos,aslao,-0.73136
1971,Lebanon,aslbn,0.599343
