GDP_PPP_CI
""
2608.926433
6616.408352
""
""
2995.661116
10587.59341
7325.682567
2418.860926
24004.82508
17338.4672
19452.46636
5502.433989
20031.13314
22694.90726
832.4340817
9147.802433
5407.630823
18768.80691
3306.538673
945.3767455
26210.9109
1502.880658
2396.114889
""
5131.423474
6686.227659
""
54726.56428
5191.149544
545.7262408
666.9271372
1070.914065
""
1952.243722
20107.83069
""
597.8928698
717.7127561
""
4507.114744
986.5683762
4825.114339
1667.862771
896.3545346
3322.420799
5043.377666
""
""
13178.99547
12666.46265
18225.01898
""
4272.688532
3540.005792
4829.416723
3727.149688
2937.315707
646.0128053
""
""
3476.087528
421.3788236
3807.735433
18158.93858
17566.3039
""
12603.95962
973.6391224
5160.588168
19433.15745
1240.701882
""
13297.97768
""
4680.510115
""
3296.79844
912.5892467
1017.245405
1858.407521
1354.239749
2073.180546
17434.29402
""
21637.48664
1134.222287
2989.53415
7363.390293
7446.875137
13745.44537
""
15048.46573
18557.10598
4710.487184
19436.52122
4061.075701
8434.960627
1538.537488
1256.210651
8276.034959
""
""
2245.792715
1103.958956
""
3742.37535
891.529024
""
""
""
""
29680.28752
26089.45655
1068.491219
480.9991622
6819.885822
""
822.002533
9343.993672
1879.459551
1814.084811
4774.352414
6003.536665
1758.708959
""
""
3310.861431
""
2528.458556
244.6592082
480.2066369
3740.167578
""
774.2732467
18910.91252
""
14874.73123
1934.79018
578.1725818
2170.889819
""
18442.12536
22648.88883
1974.517294
""
5076.963602
1534.084289
5139.119722
3433.763634
2591.926586
6178.849301
11769.02249
14366.16374
""
5262.409289
8012.802317
565.1453625
2358.562479
""
27441.43618
1495.829918
""
9188.613001
808.2880675
22198.09649
""
""
""
1217.161305
""
6269.359382
""
13634.44232
2334.77379
9865.04407
6206.229662
""
3604.049279
1126.84678
6694.728916
20107.97723
27609.04592
""
2366.483668
951.7795331
4298.39894
""
836.4515973
2310.120473
7921.078926
3629.1202
6146.258388
5375.394828
""
1521.284266
497.3225639
6763.203058
71376.15091
16934.43255
23954.47935
6360.382528
1984.903407
1647.689036
9339.95443
939.0427192
""
""
2150.416404
1513.668718
1866.984094
""
2608.926433
6616.408352
""
""
2995.661116
10587.59341
7325.682567
2418.860926
24004.82508
17338.4672
19452.46636
5502.433989
20031.13314
22694.90726
832.4340817
9147.802433
5407.630823
18768.80691
3306.538673
945.3767455
26210.9109
1502.880658
2396.114889
""
5131.423474
6686.227659
""
54726.56428
5191.149544
545.7262408
666.9271372
1070.914065
""
1952.243722
20107.83069
""
597.8928698
717.7127561
""
4507.114744
986.5683762
4825.114339
1667.862771
896.3545346
3322.420799
5043.377666
""
""
13178.99547
12666.46265
18225.01898
""
4272.688532
3540.005792
4829.416723
3727.149688
2937.315707
646.0128053
""
""
3476.087528
421.3788236
3807.735433
18158.93858
17566.3039
""
12603.95962
973.6391224
5160.588168
19433.15745
1240.701882
""
13297.97768
""
4680.510115
""
3296.79844
912.5892467
1017.245405
1858.407521
1354.239749
2073.180546
17434.29402
""
21637.48664
1134.222287
2989.53415
7363.390293
7446.875137
13745.44537
""
15048.46573
18557.10598
4710.487184
19436.52122
4061.075701
8434.960627
1538.537488
1256.210651
8276.034959
""
""
2245.792715
1103.958956
""
3742.37535
891.529024
""
""
""
""
29680.28752
26089.45655
1068.491219
480.9991622
6819.885822
""
822.002533
9343.993672
1879.459551
1814.084811
4774.352414
6003.536665
1758.708959
""
""
3310.861431
""
2528.458556
244.6592082
480.2066369
3740.167578
""
774.2732467
18910.91252
""
14874.73123
1934.79018
578.1725818
2170.889819
""
18442.12536
22648.88883
1974.517294
""
5076.963602
1534.084289
5139.119722
3433.763634
2591.926586
6178.849301
11769.02249
14366.16374
""
5262.409289
8012.802317
565.1453625
2358.562479
""
27441.43618
1495.829918
""
9188.613001
808.2880675
22198.09649
""
""
""
1217.161305
""
6269.359382
""
13634.44232
2334.77379
9865.04407
6206.229662
""
3604.049279
1126.84678
6694.728916
20107.97723
27609.04592
""
2366.483668
951.7795331
4298.39894
""
836.4515973
2310.120473
7921.078926
3629.1202
6146.258388
5375.394828
""
1521.284266
497.3225639
6763.203058
71376.15091
16934.43255
23954.47935
6360.382528
1984.903407
1647.689036
9339.95443
939.0427192
""
""
2150.416404
1513.668718
1866.984094
""
2608.926433
6616.408352
""
""
2995.661116
10587.59341
7325.682567
2418.860926
24004.82508
17338.4672
19452.46636
5502.433989
20031.13314
22694.90726
832.4340817
9147.802433
5407.630823
18768.80691
3306.538673
945.3767455
26210.9109
1502.880658
2396.114889
""
5131.423474
6686.227659
""
54726.56428
5191.149544
545.7262408
666.9271372
1070.914065
""
1952.243722
20107.83069
""
597.8928698
717.7127561
""
4507.114744
986.5683762
4825.114339
1667.862771
896.3545346
3322.420799
5043.377666
""
""
13178.99547
12666.46265
18225.01898
""
4272.688532
3540.005792
4829.416723
3727.149688
2937.315707
646.0128053
""
""
3476.087528
421.3788236
3807.735433
18158.93858
17566.3039
""
12603.95962
973.6391224
5160.588168
19433.15745
1240.701882
""
13297.97768
""
4680.510115
""
3296.79844
912.5892467
1017.245405
1858.407521
1354.239749
2073.180546
17434.29402
""
21637.48664
1134.222287
2989.53415
7363.390293
7446.875137
13745.44537
""
15048.46573
18557.10598
4710.487184
19436.52122
4061.075701
8434.960627
1538.537488
1256.210651
8276.034959
""
""
2245.792715
1103.958956
""
3742.37535
891.529024
""
""
""
""
29680.28752
26089.45655
1068.491219
480.9991622
6819.885822
""
822.002533
9343.993672
1879.459551
1814.084811
4774.352414
6003.536665
1758.708959
""
""
3310.861431
""
2528.458556
244.6592082
480.2066369
3740.167578
""
774.2732467
18910.91252
""
14874.73123
1934.79018
578.1725818
2170.889819
""
18442.12536
22648.88883
1974.517294
""
5076.963602
1534.084289
